-4.953869847977493635e+00,-1.948455900312642264e+00,1.000000000000000000e+00
1.908508989184681592e+00,3.703367628370091147e-02,1.000000000000000000e+00
4.165325351390302799e+00,1.347802614282326950e+00,1.000000000000000000e+00
-1.614280608148863205e+00,1.972273461626159019e+00,1.000000000000000000e+00
5.470636521637062266e+00,-1.715996137225745510e+00,1.000000000000000000e+00
4.981286371593946605e+00,6.754620902408997596e-01,1.000000000000000000e+00
4.201731141437594630e+00,-2.156370411065841708e+00,1.000000000000000000e+00
2.811526786892324381e-01,-5.753632800106212031e-03,1.000000000000000000e+00
3.139084334936604215e+00,-1.773070104640102063e+00,1.000000000000000000e+00
5.955128616130210162e+00,2.044971975831704203e+00,1.000000000000000000e+00
-2.598552604125159426e+00,2.344716173752545263e+00,1.000000000000000000e+00
-4.983075026289210285e+00,-3.113330168909034246e-01,1.000000000000000000e+00
-4.592712684800388523e-01,-7.965634837352553177e-01,1.000000000000000000e+00
3.904650230523122545e+00,-2.059928629066375194e+00,1.000000000000000000e+00
1.514827326134863927e+00,1.827002755611586426e+00,1.000000000000000000e+00
-4.677157603346369541e+00,-1.634067951233572735e+00,1.000000000000000000e+00
5.402484011667890940e+00,-2.329614183087259427e+00,1.000000000000000000e+00
-4.283691621675371763e+00,7.586638375739362949e-01,1.000000000000000000e+00
-3.222285427983377470e+00,-3.937869006503236236e-01,1.000000000000000000e+00
-1.109270207292458732e+00,-2.422884191369628626e-01,1.000000000000000000e+00
-5.406704022184114500e+00,-2.005007388251909273e+00,1.000000000000000000e+00
-2.159722542258555755e+00,1.857420680190086770e+00,1.000000000000000000e+00
1.085913100431360689e+00,-2.924382607888525998e-01,1.000000000000000000e+00
8.110507063807954609e-01,2.117218036836254758e+00,1.000000000000000000e+00
-3.339315877978412672e-01,1.769424192700094878e+00,1.000000000000000000e+00
3.806215476301251677e+00,7.945652558843652180e-01,1.000000000000000000e+00
2.219488716188027233e+00,-1.692779719884471401e+00,1.000000000000000000e+00
-5.036482519280397696e+00,4.337811304612582131e-02,1.000000000000000000e+00
5.397206921197176044e+00,-2.026799106565133179e+00,1.000000000000000000e+00
-5.488182371122638514e+00,2.307731995299805661e+00,1.000000000000000000e+00
-4.136448946598482834e+00,1.740093181034849668e+00,1.000000000000000000e+00
2.742890844733774536e+00,1.835048894461189128e+00,1.000000000000000000e+00
4.719039166504282790e+00,-2.233753528364246677e+00,1.000000000000000000e+00
-3.818522026964907834e+00,-2.060617834983609953e+00,1.000000000000000000e+00
2.915040312667763978e+00,7.806179288549214279e-01,1.000000000000000000e+00
4.206078068033567874e+00,1.778802934716466888e-01,1.000000000000000000e+00
-7.521782511123835668e-01,-1.666913522925065338e+00,1.000000000000000000e+00
2.608577262879623326e+00,9.892948870266782269e-01,1.000000000000000000e+00
-4.257888195747913329e+00,-1.801793967677038921e+00,1.000000000000000000e+00
-4.176293092318762668e+00,1.831677555464467755e+00,1.000000000000000000e+00
5.416755115733820958e+00,-8.275042886606470693e-01,1.000000000000000000e+00
3.576513816384810696e+00,-2.489712141023808112e+00,1.000000000000000000e+00
2.941593163536267319e+00,-7.238871578641264959e-01,1.000000000000000000e+00
-5.000963113608253074e+00,-6.284618569262634402e-01,1.000000000000000000e+00
3.395119625298435473e+00,-2.197956684171229469e+00,1.000000000000000000e+00
-1.050037999062209071e+00,1.933995443135113623e+00,1.000000000000000000e+00
5.967833771843974233e+00,-8.707401027283501183e-01,1.000000000000000000e+00
-5.862770645711881556e+00,-1.442200803576888513e+00,1.000000000000000000e+00
1.624148952731589990e+00,-4.538486910510086680e-01,1.000000000000000000e+00
-5.133765630928921908e+00,-1.438297459266540290e+00,1.000000000000000000e+00
3.405513797189913205e+00,8.703873141448120743e-01,1.000000000000000000e+00
5.222648200667211249e+00,-4.017945033933700838e-01,1.000000000000000000e+00
-3.366771047732963762e+00,9.181246875142612396e-01,1.000000000000000000e+00
-4.286373474675214013e+00,1.513838268465942383e+00,1.000000000000000000e+00
4.606535573997336819e-01,-2.167275307256492756e+00,1.000000000000000000e+00
-7.511506151229641048e-01,9.116178442942679538e-01,1.000000000000000000e+00
2.637476761589641949e+00,-1.210807010851519649e+00,1.000000000000000000e+00
3.313643692637642690e+00,7.787047133870445004e-01,1.000000000000000000e+00
1.712949529212290045e+00,-8.473176467510989962e-01,1.000000000000000000e+00
3.193627746864454053e+00,-2.286424968950799386e+00,1.000000000000000000e+00
-1.474640209744748631e-03,3.232782458612087906e-01,1.000000000000000000e+00
-5.294576608797490813e+00,1.631001850279388155e+00,1.000000000000000000e+00
3.756499939203613359e+00,-4.528391518162844243e-01,1.000000000000000000e+00
3.289524800748651501e+00,-1.463014877414015036e+00,1.000000000000000000e+00
4.731125543582782811e+00,2.450966378990023564e+00,1.000000000000000000e+00
-2.774693995687005366e+00,-2.271851358427090961e+00,1.000000000000000000e+00
2.152921417910671043e+00,-3.071549319189054161e-01,1.000000000000000000e+00
-2.262467202311476910e+00,2.125589214208689626e+00,1.000000000000000000e+00
-4.383326511734912501e+00,-1.499139889114009971e+00,1.000000000000000000e+00
-1.710571652151795963e+00,-1.327360110186044384e+00,1.000000000000000000e+00
-4.183491526774947289e+00,4.330205286558974631e-01,1.000000000000000000e+00
-2.862979460631750239e+00,7.913810921265995724e-01,1.000000000000000000e+00
8.404487697230274001e-01,4.558047542369486615e-01,1.000000000000000000e+00
-2.539930824165420820e+00,-5.715279151510294087e-01,1.000000000000000000e+00
4.306854573488863025e+00,-9.357501314919514090e-01,1.000000000000000000e+00
-9.150671541894697114e-01,-1.669266229991049233e+00,1.000000000000000000e+00
-4.328285466920764435e+00,-5.657509788006381823e-01,1.000000000000000000e+00
-1.168768952790363969e+00,1.377122321929519222e+00,1.000000000000000000e+00
2.126819555132216433e+00,1.918401584499449530e+00,1.000000000000000000e+00
-2.962884097740157152e+00,-1.907395289594655985e+00,1.000000000000000000e+00
